                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    147,                 1.0466,                0.73906,                  1.049,                0.84915,                0.78607,                0.84235,                0.52847,                 1.2418,                0.76438,                 1.0755,             0.00039916,             0.00039916,             0.00039916
                    148,                 1.0427,                0.73757,                 1.0373,                0.84015,                 0.7897,                0.84358,                0.53097,                 1.2623,                0.76089,                 1.0797,             0.00039761,             0.00039761,             0.00039761
                    149,                 1.0376,                0.75119,                 1.0384,                0.83333,                0.79699,                0.85993,                0.51943,                 1.2804,                0.75582,                 1.0964,             0.00039606,             0.00039606,             0.00039606
                    150,                 1.0547,                0.74222,                 1.0372,                0.82663,                0.74786,                0.82144,                0.50458,                 1.2717,                 0.8372,                  1.086,             0.00039452,             0.00039452,             0.00039452
                    151,                 1.0679,                0.76957,                 1.0508,                0.80324,                0.84854,                0.87516,                0.52553,                 1.2633,                0.77035,                 1.0779,             0.00039297,             0.00039297,             0.00039297
                    152,                 1.0678,                0.75616,                 1.0471,                0.77329,                0.80377,                0.83701,                0.52406,                  1.254,                0.77001,                 1.0926,             0.00039142,             0.00039142,             0.00039142
                    153,                 1.0737,                 0.7428,                 1.0478,                0.83932,                0.78261,                0.84298,                0.51495,                 1.2825,                0.77249,                 1.0951,             0.00038988,             0.00038988,             0.00038988
                    154,                 1.0441,                0.73608,                 1.0302,                0.78805,                0.70123,                0.74544,                0.44277,                 1.3278,                0.93444,                 1.1121,             0.00038833,             0.00038833,             0.00038833
                    155,                 1.0195,                0.72415,                 1.0361,                0.83935,                0.81871,                0.87895,                0.53435,                 1.2406,                0.73798,                 1.0891,             0.00038678,             0.00038678,             0.00038678
                    156,                 1.0251,                0.72631,                 1.0309,                0.84812,                0.79384,                0.85131,                0.53033,                 1.2478,                0.74421,                 1.0843,             0.00038523,             0.00038523,             0.00038523
                    157,                 1.0199,                0.71897,                 1.0388,                0.84505,                0.83522,                0.86413,                0.53914,                 1.2629,                0.77989,                 1.0945,             0.00038369,             0.00038369,             0.00038369
                    158,                 1.0782,                0.76729,                 1.0459,                0.84549,                0.80453,                0.85122,                0.53797,                 1.2588,                0.77699,                 1.0895,             0.00038214,             0.00038214,             0.00038214
                    159,                 1.0404,                0.72142,                 1.0236,                0.87553,                0.76823,                0.86083,                0.53729,                 1.2346,                0.72039,                 1.0794,             0.00038059,             0.00038059,             0.00038059
                    160,                 1.0085,                  0.706,                 1.0214,                0.82116,                0.74962,                0.86305,                0.52359,                 1.2593,                0.76763,                 1.1098,             0.00037905,             0.00037905,             0.00037905
                    161,                 1.0263,                 0.7208,                 1.0268,                0.86261,                0.80311,                   0.87,                0.53693,                 1.2545,                0.75198,                 1.0906,              0.0003775,              0.0003775,              0.0003775
                    162,                 1.0196,                0.70538,                  1.029,                0.86314,                0.80564,                0.86056,                0.52852,                 1.2715,                0.74759,                 1.0924,             0.00037595,             0.00037595,             0.00037595
                    163,                 1.0361,                0.72942,                 1.0252,                0.88122,                0.77367,                0.84004,                0.50594,                 1.2894,                0.77435,                 1.1009,             0.00037441,             0.00037441,             0.00037441
                    164,                 1.0163,                0.70752,                 1.0293,                0.82355,                0.78737,                0.83939,                0.51685,                 1.2492,                0.79259,                 1.0787,             0.00037286,             0.00037286,             0.00037286
                    165,                 1.0389,                 0.7317,                 1.0265,                0.78461,                0.77051,                0.83673,                0.51929,                 1.2817,                0.81131,                 1.1044,             0.00037131,             0.00037131,             0.00037131
                    166,                 1.0203,                0.70861,                 1.0158,                0.83304,                0.81434,                0.86143,                 0.5262,                 1.2536,                0.74044,                 1.0872,             0.00036977,             0.00036977,             0.00036977
                    167,                 1.0261,                0.69903,                 1.0246,                0.85085,                0.81649,                0.85472,                0.53135,                 1.2331,                0.74299,                 1.0792,             0.00036822,             0.00036822,             0.00036822
                    168,                 1.0075,                0.71091,                 1.0185,                0.83196,                0.78234,                0.84337,                0.52141,                 1.2497,                0.76793,                 1.0669,             0.00036667,             0.00036667,             0.00036667
                    169,                 1.0516,                 0.7316,                 1.0328,                0.83986,                0.79914,                  0.834,                0.51778,                 1.2539,                0.75389,                 1.0821,             0.00036513,             0.00036513,             0.00036513
                    170,                 1.0183,                0.71373,                 1.0237,                0.86131,                0.77752,                0.84632,                0.52849,                 1.2276,                0.75125,                 1.0776,             0.00036358,             0.00036358,             0.00036358
                    171,                 1.0214,                0.70775,                 1.0268,                0.86065,                0.79257,                0.85179,                0.53647,                  1.234,                0.76095,                  1.099,             0.00036203,             0.00036203,             0.00036203
                    172,                 1.0037,                0.70392,                 1.0209,                0.79328,                0.84463,                0.87905,                0.53674,                   1.26,                 0.7359,                    1.1,             0.00036048,             0.00036048,             0.00036048
                    173,                 1.0333,                0.71296,                 1.0267,                0.82708,                0.80747,                0.87789,                0.54491,                 1.2353,                0.72748,                 1.0943,             0.00035894,             0.00035894,             0.00035894
                    174,                 1.0228,                0.70503,                 1.0347,                0.91386,                0.77264,                0.87325,                0.55917,                 1.2465,                0.74567,                  1.088,             0.00035739,             0.00035739,             0.00035739
                    175,                 1.0003,                0.69158,                 1.0175,                  0.864,                0.79148,                0.87776,                0.53876,                 1.2525,                0.72505,                 1.0914,             0.00035584,             0.00035584,             0.00035584
                    176,                0.98827,                0.68087,                 1.0141,                0.86603,                0.80092,                0.86663,                0.55518,                 1.2197,                0.72047,                 1.0908,              0.0003543,              0.0003543,              0.0003543
                    177,                 1.0209,                0.69609,                 1.0164,                0.76619,                 0.7686,                0.81313,                0.51486,                 1.2696,                0.78701,                 1.0971,             0.00035275,             0.00035275,             0.00035275
                    178,                 1.0237,                0.70261,                 1.0188,                 0.8393,                0.81247,                0.86147,                0.54626,                  1.236,                0.73398,                 1.0726,              0.0003512,              0.0003512,              0.0003512
                    179,                0.97385,                0.67356,                 1.0098,                0.87953,                0.80007,                0.87601,                0.55005,                 1.2102,                  0.724,                 1.0827,             0.00034966,             0.00034966,             0.00034966
                    180,                 1.0156,                0.68642,                  1.015,                 0.8744,                0.79603,                0.87019,                0.54595,                 1.2327,                0.75333,                 1.0896,             0.00034811,             0.00034811,             0.00034811
                    181,                 1.0013,                0.68486,                 1.0207,                0.84363,                0.78202,                0.85617,                 0.5239,                  1.242,                0.79596,                 1.0714,             0.00034656,             0.00034656,             0.00034656
                    182,                 1.0063,                0.68831,                 1.0229,                 0.8072,                0.80178,                0.84625,                0.53265,                 1.2458,                0.77273,                 1.0793,             0.00034502,             0.00034502,             0.00034502
                    183,                 1.0117,                0.70312,                  1.019,                0.79489,                0.73169,                0.81722,                0.49619,                 1.2443,                0.83402,                 1.1001,             0.00034347,             0.00034347,             0.00034347
                    184,                 1.0126,                0.70059,                 1.0158,                0.86311,                0.77083,                0.84216,                0.53329,                 1.2417,                0.75035,                 1.0865,             0.00034192,             0.00034192,             0.00034192
                    185,                 1.0102,                0.69285,                 1.0205,                0.84433,                0.75348,                0.83897,                0.52779,                 1.2486,                0.77293,                 1.0848,             0.00034038,             0.00034038,             0.00034038
                    186,                0.99056,                0.68218,                 1.0204,                0.82031,                0.78029,                0.84636,                0.53202,                 1.2423,                0.78418,                 1.0935,             0.00033883,             0.00033883,             0.00033883
                    187,                0.97891,                0.68067,                 1.0069,                0.89411,                0.78623,                0.85782,                0.53468,                 1.2462,                0.75619,                 1.0784,             0.00033728,             0.00033728,             0.00033728
                    188,                0.96491,                0.66051,                 1.0034,                0.84824,                0.81049,                0.85364,                0.53915,                 1.2146,                0.75211,                 1.0692,             0.00033573,             0.00033573,             0.00033573
                    189,                0.97554,                0.66751,                0.99956,                   0.88,                0.80038,                 0.8665,                0.53154,                 1.2238,                0.75535,                 1.0772,             0.00033419,             0.00033419,             0.00033419
                    190,                 0.9817,                0.66768,                 1.0117,                 0.8525,                0.78004,                0.84134,                0.53112,                 1.2174,                0.76786,                 1.0804,             0.00033264,             0.00033264,             0.00033264
                    191,                0.98603,                0.68182,                 1.0119,                0.79807,                0.80379,                0.84569,                0.52539,                  1.232,                0.79983,                 1.0699,             0.00033109,             0.00033109,             0.00033109
                    192,                0.98545,                0.67595,                 1.0013,                0.81112,                0.82136,                0.84646,                0.54294,                 1.2292,                0.77488,                   1.08,             0.00032955,             0.00032955,             0.00032955
                    193,                0.97255,                0.66286,                 1.0021,                0.88006,                0.80075,                 0.8787,                0.55015,                 1.2142,                0.74905,                 1.0641,               0.000328,               0.000328,               0.000328
                    194,                0.97117,                0.67715,                 0.9959,                0.85489,                0.80944,                 0.8613,                0.54506,                 1.2066,                0.74318,                 1.0786,             0.00032645,             0.00032645,             0.00032645
                    195,                0.98978,                0.69019,                 1.0096,                0.86807,                0.77797,                0.85111,                0.54427,                 1.2171,                 0.7422,                 1.0742,             0.00032491,             0.00032491,             0.00032491
                    196,                0.96817,                0.65159,                0.99464,                0.87528,                0.77848,                0.84392,                0.53489,                 1.2321,                0.75181,                 1.0858,             0.00032336,             0.00032336,             0.00032336
                    197,                0.97738,                0.65958,                0.99696,                0.88158,                0.79787,                0.86317,                0.53316,                 1.2291,                0.75142,                  1.097,             0.00032181,             0.00032181,             0.00032181
                    198,                0.97573,                0.67523,                 1.0062,                0.84076,                0.80892,                0.84809,                0.53617,                 1.2339,                0.74006,                 1.1018,             0.00032027,             0.00032027,             0.00032027
                    199,                0.97246,                0.65947,                  1.002,                0.85791,                0.77225,                0.85403,                0.53286,                 1.2165,                0.75223,                 1.0835,             0.00031872,             0.00031872,             0.00031872
                    200,                0.98878,                0.67053,                 1.0009,                0.88792,                0.79121,                0.86458,                0.55114,                 1.2303,                0.71894,                 1.0951,             0.00031717,             0.00031717,             0.00031717
                    201,                0.98937,                0.67262,                  1.005,                0.84585,                0.79086,                0.86477,                0.53733,                 1.2484,                0.74201,                 1.1041,             0.00031562,             0.00031562,             0.00031562
                    202,                0.96366,                0.65961,                 1.0053,                 0.8535,                0.85614,                0.88165,                0.54078,                 1.2233,                0.70214,                 1.0841,             0.00031408,             0.00031408,             0.00031408
                    203,                0.97062,                0.66648,                0.99975,                0.82706,                0.79006,                0.86022,                 0.5452,                 1.1961,                0.77862,                 1.0691,             0.00031253,             0.00031253,             0.00031253
                    204,                0.95995,                0.65571,                0.99728,                0.82859,                0.81969,                0.86056,                0.54858,                 1.1896,                0.72636,                  1.069,             0.00031098,             0.00031098,             0.00031098
                    205,                0.96094,                0.65553,                0.99389,                0.86128,                0.82137,                0.86626,                0.53978,                 1.2033,                0.72786,                 1.0689,             0.00030944,             0.00030944,             0.00030944
                    206,                0.95646,                0.64453,                0.99761,                0.81398,                0.83243,                0.86054,                0.55404,                 1.1898,                0.71624,                 1.0675,             0.00030789,             0.00030789,             0.00030789
                    207,                0.97157,                0.65275,                0.99577,                0.89843,                0.83836,                0.88252,                0.57486,                 1.1808,                0.72175,                 1.0708,             0.00030634,             0.00030634,             0.00030634
                    208,                0.96771,                0.65353,                0.99646,                0.84795,                0.83802,                0.88083,                0.56595,                 1.1795,                 0.7079,                 1.0647,              0.0003048,              0.0003048,              0.0003048
                    209,                0.92902,                 0.6304,                0.99291,                0.87394,                0.79341,                0.84171,                 0.5484,                  1.199,                0.72273,                  1.096,             0.00030325,             0.00030325,             0.00030325
                    210,                0.93616,                0.64819,                0.99079,                0.88212,                 0.7856,                0.85153,                0.55408,                 1.1943,                0.71353,                 1.0856,              0.0003017,              0.0003017,              0.0003017
                    211,                0.97689,                0.64354,                 0.9901,                0.88241,                0.80585,                0.86257,                0.55364,                 1.1799,                0.70593,                 1.0732,             0.00030016,             0.00030016,             0.00030016
                    212,                0.98206,                0.66981,                0.99983,                0.85789,                0.76721,                0.85573,                0.54575,                 1.2159,                0.74346,                 1.0834,             0.00029861,             0.00029861,             0.00029861
                    213,                0.93432,                0.63456,                0.98984,                0.89019,                0.79973,                0.86726,                0.54285,                 1.1909,                0.73233,                 1.0759,             0.00029706,             0.00029706,             0.00029706
                    214,                0.94166,                0.64524,                0.99488,                0.84764,                 0.8524,                0.87664,                0.54927,                 1.1921,                0.75459,                 1.0683,             0.00029552,             0.00029552,             0.00029552
                    215,                0.94468,                0.64937,                0.99727,                0.86932,                0.78458,                0.87564,                0.55365,                 1.1801,                0.72976,                 1.0882,             0.00029397,             0.00029397,             0.00029397
                    216,                0.93593,                 0.6413,                0.99865,                0.87257,                0.84002,                 0.8765,                0.55041,                   1.19,                0.73548,                 1.0793,             0.00029242,             0.00029242,             0.00029242
                    217,                 0.9412,                0.63346,                0.98929,                 0.8768,                0.81452,                0.86837,                0.54548,                 1.2086,                 0.7333,                  1.067,             0.00029088,             0.00029088,             0.00029088
                    218,                0.96113,                0.65355,                 1.0014,                  0.886,                0.79679,                0.86389,                0.54249,                 1.2187,                0.72773,                   1.08,             0.00028933,             0.00028933,             0.00028933
                    219,                 0.9597,                0.65435,                      1,                0.84617,                0.81915,                0.86919,                0.54619,                 1.2001,                0.71998,                 1.0742,             0.00028778,             0.00028778,             0.00028778
                    220,                0.96544,                0.64921,                0.99669,                0.89588,                 0.8306,                0.87932,                0.56554,                 1.2049,                0.73199,                 1.0779,             0.00028623,             0.00028623,             0.00028623
                    221,                0.93198,                0.62939,                 0.9879,                0.80703,                0.83927,                0.86353,                 0.5563,                 1.2027,                0.72319,                  1.076,             0.00028469,             0.00028469,             0.00028469
                    222,                0.93347,                0.63235,                0.99001,                0.85298,                0.81289,                0.85939,                0.55771,                 1.1944,                 0.7255,                 1.0833,             0.00028314,             0.00028314,             0.00028314
                    223,                0.96053,                0.64612,                0.99379,                0.88575,                0.85574,                0.88931,                 0.5703,                 1.1836,                 0.7364,                 1.0792,             0.00028159,             0.00028159,             0.00028159
                    224,                0.95791,                 0.6659,                0.98692,                0.87946,                0.80559,                 0.8661,                0.56694,                 1.1947,                0.71719,                 1.0858,             0.00028005,             0.00028005,             0.00028005
                    225,                0.91343,                0.61473,                0.98705,                 0.8726,                0.81906,                0.87204,                 0.5685,                 1.1831,                 0.7162,                 1.0793,              0.0002785,              0.0002785,              0.0002785
                    226,                 0.9264,                0.62625,                0.97785,                0.84859,                0.80374,                0.84851,                0.55266,                 1.1933,                0.71971,                 1.0811,             0.00027695,             0.00027695,             0.00027695
                    227,                0.93535,                0.64568,                0.99708,                0.83146,                0.83884,                0.86423,                0.55486,                 1.1904,                0.72139,                 1.0716,             0.00027541,             0.00027541,             0.00027541
                    228,                0.91256,                0.62277,                0.98639,                 0.8685,                0.76708,                0.85165,                0.54139,                 1.2036,                 0.7328,                 1.0682,             0.00027386,             0.00027386,             0.00027386
                    229,                0.91998,                 0.6193,                0.98022,                0.85425,                0.82092,                0.86779,                0.54588,                 1.2104,                0.72699,                 1.0869,             0.00027231,             0.00027231,             0.00027231
                    230,                0.91056,                0.62989,                0.98603,                0.82209,                0.81467,                0.86311,                0.56155,                 1.1832,                0.74138,                 1.0775,             0.00027077,             0.00027077,             0.00027077
                    231,                0.91976,                0.62258,                 0.9805,                 0.8253,                0.82223,                0.87479,                0.55596,                 1.1956,                0.73866,                 1.0883,             0.00026922,             0.00026922,             0.00026922
                    232,                0.95517,                0.64559,                0.99004,                0.86637,                0.79805,                0.83941,                0.55129,                  1.199,                 0.7252,                 1.0758,             0.00026767,             0.00026767,             0.00026767
                    233,                 0.9256,                 0.6311,                0.98521,                0.87388,                0.78925,                 0.8481,                0.56522,                 1.1701,                0.71451,                 1.0707,             0.00026613,             0.00026613,             0.00026613
                    234,                0.92708,                0.62673,                0.98692,                 0.8743,                0.79882,                0.87133,                 0.5538,                 1.1854,                0.72973,                  1.077,             0.00026458,             0.00026458,             0.00026458
                    235,                0.91483,                0.61813,                 0.9793,                0.84855,                0.82702,                0.86581,                0.55086,                 1.1985,                 0.7001,                 1.0731,             0.00026303,             0.00026303,             0.00026303
                    236,                0.92657,                0.62824,                0.98664,                0.89248,                0.79015,                0.85947,                0.55627,                 1.1812,                0.71133,                  1.074,             0.00026148,             0.00026148,             0.00026148
                    237,                0.93258,                0.63512,                 0.9893,                  0.849,                 0.8203,                0.87351,                0.54495,                  1.202,                0.73219,                   1.08,             0.00025994,             0.00025994,             0.00025994
                    238,                0.92402,                0.62162,                0.98029,                0.86082,                0.82301,                0.84755,                0.55729,                 1.1755,                0.71186,                 1.0866,             0.00025839,             0.00025839,             0.00025839
                    239,                  0.935,                0.62212,                0.99442,                0.85466,                0.84715,                0.87419,                0.56118,                 1.1914,                0.72896,                 1.0947,             0.00025684,             0.00025684,             0.00025684
                    240,                0.93613,                0.63666,                0.98146,                0.89464,                0.79615,                0.86743,                0.55335,                  1.186,                 0.7273,                 1.0815,              0.0002553,              0.0002553,              0.0002553
                    241,                0.91811,                0.62369,                0.98305,                0.89537,                0.81363,                0.89352,                0.57472,                 1.1741,                0.71581,                  1.069,             0.00025375,             0.00025375,             0.00025375
                    242,                0.90169,                0.61057,                0.97938,                0.78488,                 0.8206,                0.85573,                0.54767,                 1.1926,                0.74157,                 1.0684,              0.0002522,              0.0002522,              0.0002522
                    243,                0.91424,                0.62087,                 0.9773,                0.84772,                0.79925,                0.84981,                0.56301,                 1.1717,                0.70626,                 1.0731,             0.00025066,             0.00025066,             0.00025066
                    244,                0.93088,                0.63816,                0.97336,                0.85618,                0.83343,                0.87447,                0.56116,                 1.1975,                0.71856,                 1.0853,             0.00024911,             0.00024911,             0.00024911
                    245,                0.90852,                0.62156,                0.97101,                0.82706,                0.80935,                0.84504,                0.55967,                 1.1926,                0.73538,                 1.0806,             0.00024756,             0.00024756,             0.00024756
                    246,                0.92297,                0.62828,                0.98894,                0.83986,                0.82005,                 0.8703,                0.54054,                 1.1899,                0.72439,                 1.0783,             0.00024602,             0.00024602,             0.00024602
                    247,                0.90169,                0.61268,                0.97428,                0.82642,                0.77759,                0.83645,                0.55388,                 1.1872,                0.72593,                 1.0744,             0.00024447,             0.00024447,             0.00024447
                    248,                0.89106,                0.61464,                 0.9753,                0.86683,                0.81491,                0.87564,                0.55386,                 1.1696,                0.71037,                 1.0774,             0.00024292,             0.00024292,             0.00024292
                    249,                0.90296,                0.60845,                 0.9821,                0.89815,                0.77991,                0.86496,                0.56546,                  1.177,                0.70661,                 1.0776,             0.00024137,             0.00024137,             0.00024137
                    250,                 0.9184,                0.61958,                0.97762,                0.88577,                0.80518,                0.88682,                0.56041,                 1.1771,                 0.7011,                 1.0758,             0.00023983,             0.00023983,             0.00023983
                    251,                0.92739,                0.63244,                 0.9834,                0.85281,                0.83403,                0.88134,                0.56046,                  1.179,                 0.7043,                 1.0706,             0.00023828,             0.00023828,             0.00023828
                    252,                 0.8964,                0.60547,                0.98492,                0.91915,                0.79834,                0.88556,                0.56819,                 1.1585,                0.69752,                 1.0798,             0.00023673,             0.00023673,             0.00023673
                    253,                0.91004,                0.61809,                0.98016,                0.83172,                0.84684,                0.86597,                0.58141,                 1.1597,                 0.6893,                 1.0786,             0.00023519,             0.00023519,             0.00023519
                    254,                0.90218,                0.61241,                 0.9734,                0.86681,                0.85456,                0.87295,                0.57267,                 1.1653,                 0.6834,                  1.076,             0.00023364,             0.00023364,             0.00023364
                    255,                0.89263,                0.60314,                0.97173,                 0.8775,                0.81674,                0.87443,                0.57543,                 1.1624,                0.68103,                 1.0793,             0.00023209,             0.00023209,             0.00023209
                    256,                0.89383,                0.60064,                0.97333,                 0.8283,                0.82015,                0.84641,                0.55717,                 1.1795,                0.70134,                  1.086,             0.00023055,             0.00023055,             0.00023055
                    257,                0.92221,                0.61737,                0.97818,                0.89155,                0.79393,                0.86992,                0.55144,                 1.1872,                0.70339,                 1.0755,               0.000229,               0.000229,               0.000229
                    258,                0.91613,                 0.6201,                0.97594,                0.88279,                0.84665,                0.87966,                 0.5673,                 1.1635,                0.69826,                 1.0656,             0.00022745,             0.00022745,             0.00022745
                    259,                0.90172,                0.60616,                0.97354,                0.87464,                0.83434,                0.87508,                0.57698,                 1.1722,                0.69826,                 1.0866,             0.00022591,             0.00022591,             0.00022591
                    260,                0.90222,                0.60434,                0.97096,                0.84964,                0.82922,                0.86386,                0.56546,                 1.1788,                0.70395,                 1.0829,             0.00022436,             0.00022436,             0.00022436
                    261,                0.88419,                0.58091,                0.96378,                0.85858,                0.80289,                0.86391,                0.57394,                 1.1885,                0.69106,                 1.0888,             0.00022281,             0.00022281,             0.00022281
                    262,                 0.8978,                0.59959,                0.96966,                0.86742,                0.83614,                 0.8647,                0.57002,                 1.1645,                0.66549,                 1.0706,             0.00022127,             0.00022127,             0.00022127
                    263,                0.89528,                0.60817,                0.97298,                0.81719,                 0.8377,                 0.8615,                 0.5574,                 1.1547,                0.67161,                 1.0655,             0.00021972,             0.00021972,             0.00021972
                    264,                0.89134,                0.59801,                0.97596,                0.85072,                0.78289,                0.85072,                0.54773,                 1.1701,                0.74874,                 1.0747,             0.00021817,             0.00021817,             0.00021817
                    265,                0.87688,                0.60073,                0.96823,                0.86523,                0.81126,                0.87336,                 0.5663,                 1.1464,                0.66153,                 1.0745,             0.00021662,             0.00021662,             0.00021662
                    266,                0.87675,                 0.5957,                0.96803,                  0.868,                0.77423,                0.86389,                  0.581,                 1.1566,                0.69151,                 1.0641,             0.00021508,             0.00021508,             0.00021508
                    267,                0.89264,                0.59136,                0.96647,                0.88609,                0.78736,                0.85865,                0.57127,                 1.1747,                0.70491,                 1.0756,             0.00021353,             0.00021353,             0.00021353
                    268,                0.90866,                0.62118,                0.97291,                0.82721,                0.82987,                0.86907,                0.58429,                 1.1677,                0.70233,                 1.0727,             0.00021198,             0.00021198,             0.00021198
                    269,                0.90743,                0.61129,                 0.9749,                0.88277,                0.80451,                0.86262,                0.57778,                 1.1642,                0.70355,                 1.0787,             0.00021044,             0.00021044,             0.00021044
                    270,                0.87381,                0.58357,                 0.9682,                0.87172,                0.82927,                0.86646,                  0.584,                 1.1435,                0.68989,                 1.0571,             0.00020889,             0.00020889,             0.00020889
                    271,                0.89668,                0.60025,                0.97465,                0.89548,                0.80791,                0.86279,                0.56831,                 1.1443,                0.67279,                 1.0612,             0.00020734,             0.00020734,             0.00020734
                    272,                0.88738,                0.58655,                0.97411,                0.85544,                0.82731,                0.86304,                0.58043,                 1.1599,                0.67382,                 1.0621,              0.0002058,              0.0002058,              0.0002058
                    273,                0.87549,                0.59061,                0.97278,                0.86336,                0.83287,                0.88147,                0.58711,                 1.1552,                0.68573,                 1.0638,             0.00020425,             0.00020425,             0.00020425
                    274,                  0.886,                0.60908,                0.98179,                0.87489,                0.81748,                0.87571,                0.58033,                 1.1668,                0.70156,                 1.0731,              0.0002027,              0.0002027,              0.0002027
                    275,                0.87985,                0.59813,                0.97051,                0.88882,                0.81093,                0.88499,                0.58764,                 1.1575,                0.69246,                  1.061,             0.00020116,             0.00020116,             0.00020116
                    276,                0.86575,                 0.5861,                0.97211,                0.88592,                0.84275,                0.88107,                0.59493,                  1.143,                0.68554,                 1.0549,             0.00019961,             0.00019961,             0.00019961
                    277,                0.87427,                0.59035,                0.97233,                0.90371,                0.82337,                0.88662,                0.57385,                 1.1495,                0.68863,                 1.0504,             0.00019806,             0.00019806,             0.00019806
                    278,                0.86627,                0.58169,                0.96638,                0.89615,                0.83032,                0.88278,                0.57517,                 1.1602,                0.69216,                 1.0574,             0.00019652,             0.00019652,             0.00019652
                    279,                0.90018,                0.59675,                0.96939,                0.87576,                0.83093,                0.85851,                0.57056,                 1.1535,                0.68387,                 1.0698,             0.00019497,             0.00019497,             0.00019497
                    280,                0.87139,                0.58033,                0.96495,                0.84384,                0.82504,                0.87021,                0.57833,                 1.1477,                0.67865,                  1.071,             0.00019342,             0.00019342,             0.00019342
                    281,                0.86987,                0.58744,                0.96823,                0.88315,                0.80476,                0.87498,                0.59049,                 1.1322,                0.66333,                 1.0596,             0.00019188,             0.00019188,             0.00019188
                    282,                0.86467,                 0.5695,                0.95862,                0.86359,                0.86066,                0.88824,                0.58851,                  1.148,                0.66857,                 1.0733,             0.00019033,             0.00019033,             0.00019033
                    283,                0.87258,                0.58091,                0.96771,                0.85521,                0.83312,                0.88138,                0.57669,                 1.1548,                0.67962,                 1.0813,             0.00018878,             0.00018878,             0.00018878
                    284,                0.87342,                0.59206,                0.96806,                0.89384,                0.83951,                0.87516,                0.58147,                 1.1497,                0.68058,                 1.0671,             0.00018723,             0.00018723,             0.00018723
                    285,                0.88184,                0.57917,                0.95992,                0.91081,                0.81142,                0.88602,                0.57549,                 1.1361,                0.66246,                 1.0774,             0.00018569,             0.00018569,             0.00018569
                    286,                0.87553,                0.59458,                0.97289,                0.88929,                0.80007,                0.85826,                0.58365,                 1.1486,                 0.6822,                  1.079,             0.00018414,             0.00018414,             0.00018414
                    287,                 0.8557,                0.56607,                0.95819,                 0.8492,                0.83157,                0.86455,                0.58673,                 1.1297,                0.66582,                 1.0713,             0.00018259,             0.00018259,             0.00018259
                    288,                 0.8833,                0.58601,                0.96872,                0.87257,                0.83434,                0.87206,                0.59598,                 1.1266,                0.66737,                 1.0664,             0.00018105,             0.00018105,             0.00018105
                    289,                0.87139,                0.58437,                 0.9607,                0.85715,                0.82973,                0.86681,                0.58976,                 1.1505,                0.67232,                 1.0698,              0.0001795,              0.0001795,              0.0001795
                    290,                0.89573,                 0.5918,                0.96709,                0.89951,                0.80813,                0.87707,                0.58804,                 1.1326,                0.66904,                 1.0664,             0.00017795,             0.00017795,             0.00017795
                    291,                0.86335,                0.57437,                0.96585,                0.89164,                0.81474,                0.88372,                0.58866,                 1.1388,                0.67052,                  1.075,             0.00017641,             0.00017641,             0.00017641
                    292,                 0.8761,                0.58869,                0.96856,                0.89796,                0.82866,                 0.8834,                0.58063,                 1.1749,                0.67213,                 1.0838,             0.00017486,             0.00017486,             0.00017486
                    293,                0.89289,                0.58956,                 0.9561,                0.89092,                0.80644,                0.86413,                0.58552,                 1.1509,                0.67798,                 1.0664,             0.00017331,             0.00017331,             0.00017331
                    294,                 0.8728,                0.58297,                0.96344,                0.87806,                0.83754,                0.88055,                0.57975,                 1.1507,                0.68891,                 1.0696,             0.00017177,             0.00017177,             0.00017177
                    295,                0.87438,                 0.5791,                0.96437,                0.87255,                0.85823,                0.88729,                0.57396,                 1.1634,                0.69203,                 1.0736,             0.00017022,             0.00017022,             0.00017022
                    296,                0.86839,                0.57596,                0.96461,                0.87581,                  0.847,                0.88567,                0.58602,                  1.165,                0.66809,                 1.0744,             0.00016867,             0.00016867,             0.00016867
                    297,                0.84888,                0.56626,                0.95175,                0.88406,                0.83991,                 0.8851,                0.58416,                 1.1752,                0.67147,                 1.0796,             0.00016713,             0.00016713,             0.00016713
                    298,                 0.8634,                0.56825,                0.95925,                0.84545,                0.85631,                0.87481,                0.58771,                 1.1396,                0.66578,                 1.0649,             0.00016558,             0.00016558,             0.00016558
                    299,                0.85006,                0.56734,                0.94962,                0.84931,                0.85907,                0.87797,                 0.5923,                 1.1334,                0.67093,                 1.0597,             0.00016403,             0.00016403,             0.00016403
                    300,                 0.8375,                0.56266,                0.95022,                0.87632,                0.84438,                0.87943,                0.58906,                 1.1271,                0.67293,                 1.0595,             0.00016248,             0.00016248,             0.00016248
                    301,                0.85276,                0.56508,                0.95254,                 0.9087,                0.84045,                0.88277,                0.58821,                 1.1352,                0.68207,                  1.059,             0.00016094,             0.00016094,             0.00016094
                    302,                0.84841,                0.57003,                0.94951,                0.87181,                0.83357,                0.86805,                0.59149,                 1.1396,                0.67671,                 1.0612,             0.00015939,             0.00015939,             0.00015939
                    303,                 0.8617,                0.57155,                0.95618,                0.85828,                0.83875,                0.87948,                0.59005,                 1.1282,                0.67784,                 1.0667,             0.00015784,             0.00015784,             0.00015784
